step,time,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
52,2.080000,0.248690,-0.856189,-0.550011,0.932885,0.414710,-0.753374,-0.381426,0.364081,0.475082,0.258948,0.090206,0.022722,0.004400,0.000680,0.000086,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,2.120000,0.481754,-0.698254,-0.757557,0.777114,0.632225,-0.653734,-0.514380,0.274419,0.490833,0.298151,0.112075,0.030095,0.006174,0.001007,0.000134,0.000015,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,2.160000,0.684547,-0.497968,-0.914096,0.567598,0.813225,-0.508484,-0.626552,0.166440,0.493492,0.337564,0.137276,0.039326,0.008549,0.001472,0.000207,0.000024,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,2.200000,0.844328,-0.268043,-1.009904,0.318528,0.944071,-0.324717,-0.709570,0.043552,0.480696,0.375559,0.165751,0.050706,0.011682,0.002123,0.000314,0.000039,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,2.240000,0.951057,-0.022848,-1.039463,0.046965,1.014298,-0.112665,-0.756173,-0.089448,0.450547,0.410203,0.197259,0.064519,0.015758,0.003022,0.000470,0.000061,0.000007,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,2.280000,0.998027,0.222485,-1.001725,-0.228409,1.017507,0.114858,-0.760848,-0.226503,0.401828,0.439325,0.231333,0.081019,0.020986,0.004246,0.000695,0.000094,0.000011,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,2.320000,0.982287,0.452956,-0.900066,-0.488660,0.951963,0.343243,-0.720402,-0.360551,0.334201,0.460591,0.267253,0.100408,0.027600,0.005893,0.001014,0.000144,0.000017,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,2.360000,0.904827,0.654590,-0.741945,-0.715976,0.820839,0.557070,-0.634403,-0.483882,0.248387,0.471626,0.304021,0.122807,0.035850,0.008078,0.001461,0.000218,0.000027,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,2.400000,0.770513,0.815245,-0.538304,-0.894944,0.632097,0.741211,-0.505461,-0.588597,0.146284,0.470153,0.340353,0.148221,0.045993,0.010940,0.002081,0.000325,0.000043,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,2.440000,0.587785,0.925307,-0.302762,-1.013635,0.397981,0.881967,-0.339286,-0.667135,0.031029,0.454163,0.374690,0.176513,0.058286,0.014641,0.002927,0.000480,0.000066,0.000008,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,2.480000,0.368125,0.978242,-0.050670,-1.064407,0.134181,0.968155,-0.144522,-0.712841,-0.093028,0.422090,0.405230,0.207363,0.072965,0.019363,0.004071,0.000700,0.000100,0.000012,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,2.520000,0.125333,0.970958,0.201908,-1.044383,-0.141287,0.992050,0.067662,-0.720527,-0.220434,0.372994,0.429976,0.240244,0.090230,0.025311,0.005595,0.001008,0.000151,0.000019,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,2.560000,-0.125333,0.903983,0.439214,-0.955580,-0.409387,0.950098,0.284204,-0.686987,-0.344854,0.306731,0.446828,0.274396,0.110218,0.032705,0.007604,0.001436,0.000226,0.000030,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,2.600000,-0.368125,0.781429,0.646760,-0.804664,-0.651461,0.843334,0.490976,-0.611422,-0.459372,0.224100,0.453679,0.308812,0.132979,0.041777,0.010219,0.002022,0.000332,0.000046,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,2.640000,-0.587785,0.610749,0.812169,-0.602401,-0.850605,0.677461,0.673748,-0.495714,-0.556883,0.126945,0.448548,0.342237,0.158449,0.052757,0.013581,0.002817,0.000484,0.000070,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,2.680000,-0.770513,0.402315,0.925866,-0.362814,-0.992908,0.462571,0.819215,-0.344540,-0.630555,0.018199,0.429724,0.373183,0.186417,0.065866,0.017852,0.003881,0.000697,0.000105,0.000014,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,2.720000,-0.904827,0.168807,0.981572,-0.102152,-1.068473,0.212519,0.916030,-0.165279,-0.674315,-0.098138,0.395921,0.399962,0.216505,0.081296,0.023213,0.005291,0.000992,0.000157,0.000021,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,2.760000,-0.982287,-0.075529,0.976591,0.162266,-1.072123,-0.056013,0.955730,0.032294,-0.683347,-0.217104,0.346438,0.420741,0.248136,0.099194,0.029859,0.007136,0.001399,0.000230,0.000032,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,2.800000,-0.998027,-0.315716,0.911883,0.413243,-1.003758,-0.324685,0.933505,0.236518,-0.654559,-0.332955,0.281299,0.433618,0.280524,0.119639,0.037996,0.009525,0.001952,0.000335,0.000049,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,2.840000,-0.951057,-0.536952,0.791935,0.634832,-0.868319,-0.574825,0.848714,0.434530,-0.586966,-0.439442,0.201378,0.436723,0.312664,0.142621,0.047835,0.012583,0.002696,0.000482,0.000073,0.000010,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,2.880000,-0.844328,-0.725499,0.624436,0.813348,-0.675386,-0.788804,0.705115,0.613108,-0.481964,-0.530144,0.108482,0.428327,0.343331,0.168010,0.059579,0.016453,0.003685,0.000687,0.000109,0.000015,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,2.920000,-0.684547,-0.869537,0.419784,0.938178,-0.438444,-0.951348,0.510768,0.759588,-0.343461,-0.598867,0.005385,0.406975,0.371109,0.195540,0.073413,0.021294,0.004986,0.000970,0.000160,0.000023,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,2.960000,-0.481754,-0.959908,0.190463,1.002369,-0.173863,-1.050691,0.277594,0.862809,-0.177834,-0.640082,-0.104197,0.371626,0.394416,0.224780,0.089487,0.027281,0.006681,0.001355,0.000232,0.000034,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,3.000000,-0.248690,-0.990709,-0.049690,1.002939,0.100300,-1.079470,0.020643,0.914002,0.006302,-0.649356,-0.215701,0.321779,0.411565,0.255119,0.107900,0.034599,0.008865,0.001874,0.000334,0.000051,0.000007,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,3.040000,-0.000000,-0.959694,-0.286271,0.940940,0.365594,-1.035294,-0.242925,0.907561,0.198504,-0.623772,-0.323883,0.257606,0.420835,0.285753,0.128678,0.043440,0.011649,0.002568,0.000477,0.000076,0.000010,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,3.080000,0.248690,-0.868461,-0.505130,0.821260,0.604470,-0.920933,-0.495033,0.841615,0.387082,-0.562279,-0.423054,0.180048,0.420559,0.315684,0.151755,0.053991,0.015159,0.003486,0.000673,0.000111,0.000016,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
78,3.120000,0.481754,-0.722395,-0.693172,0.652198,0.801472,-0.744130,-0.717997,0.718351,0.559825,-0.465952,-0.507380,0.090888,0.409230,0.343725,0.176949,0.066427,0.019538,0.004687,0.000941,0.000161,0.000024,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,3.160000,0.684547,-0.530371,-0.839097,0.444860,0.944237,-0.517032,-0.895834,0.544051,0.704817,-0.338125,-0.571237,-0.007230,0.385619,0.368525,0.203944,0.080900,0.024943,0.006244,0.001305,0.000232,0.000036,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,3.200000,0.844328,-0.304237,-0.934057,0.212416,1.024261,-0.255295,-1.015473,0.328819,0.811290,-0.184383,-0.609585,-0.110825,0.348889,0.388605,0.232267,0.097520,0.031540,0.008241,0.001792,0.000331,0.000053,0.000007,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,3.240000,0.951057,-0.058087,-0.972174,-0.030735,1.037361,0.023062,-1.067769,0.086009,0.870462,-0.012386,-0.618367,-0.215670,0.298719,0.402412,0.261281,0.116340,0.039502,0.010777,0.002439,0.000468,0.000077,0.000011,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
82,3.280000,0.998027,0.192608,-0.950915,-0.269834,0.983824,0.298970,-1.048238,-0.168619,0.876281,0.168470,-0.594871,-0.316940,0.235407,0.408384,0.290174,0.137340,0.049005,0.013965,0.003289,0.000655,0.000112,0.000017,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83,3.320000,0.982287,0.431979,-0.871269,-0.490611,0.868254,0.553683,-0.957448,-0.417959,0.826013,0.347549,-0.538054,-0.409429,0.159956,0.405039,0.317959,0.160403,0.060212,0.017933,0.004397,0.000909,0.000161,0.000025,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
84,3.360000,0.904827,0.644778,-0.737738,-0.680085,0.699135,0.770106,-0.801038,-0.644755,0.720627,0.513600,-0.448782,-0.487814,0.074126,0.391064,0.343488,0.185303,0.073273,0.022821,0.005826,0.001251,0.000230,0.000037,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85,3.400000,0.770513,0.817360,-0.558121,-0.827268,0.488152,0.933981,-0.589351,-0.832860,0.564924,0.655480,-0.329963,-0.546967,-0.019543,0.365425,0.365478,0.211679,0.088305,0.028780,0.007653,0.001707,0.000325,0.000054,0.000008,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,3.440000,0.587785,0.938580,-0.343102,-0.923746,0.249341,1.034843,-0.336709,-0.968443,0.367390,0.762928,-0.186554,-0.582299,-0.117771,0.327468,0.382544,0.239029,0.105379,0.035967,0.009966,0.002308,0.000456,0.000078,0.000012,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
87,3.480000,0.368125,1.000532,-0.105649,-0.964104,-0.001872,1.066679,-0.060393,-1.041064,0.139766,0.827335,-0.025425,-0.590102,-0.216617,0.277026,0.393256,0.266694,0.124509,0.044543,0.012865,0.003096,0.000634,0.000112,0.000017,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
88,3.520000,0.125333,0.999079,0.139731,-0.946200,-0.249682,1.028256,0.220607,-1.044518,-0.103642,0.842451,0.144922,-0.567884,-0.311617,0.214507,0.396198,0.293860,0.145630,0.054665,0.016466,0.004117,0.000874,0.000160,0.000026,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
89,3.560000,-0.125333,0.934146,0.377860,-0.871258,-0.478888,0.923093,0.486969,-0.977379,-0.346883,0.804972,0.314781,-0.514656,-0.397982,0.140967,0.390052,0.319557,0.168584,0.066475,0.020894,0.005430,0.001195,0.000227,0.000038,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90,3.600000,-0.368125,0.809740,0.593819,-0.743788,-0.675785,0.759111,0.720427,-0.843205,-0.573441,0.714947,0.473784,-0.431152,-0.470834,0.058150,0.373678,0.342678,0.193101,0.080094,0.026285,0.007102,0.001621,0.000318,0.000054,0.000008,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
91,3.640000,-0.587785,0.633703,0.773883,-0.571339,-0.828943,0.547975,0.905087,-0.650363,-0.767403,0.575976,0.611546,-0.319960,-0.525488,-0.031497,0.346216,0.362006,0.218789,0.095607,0.032785,0.009212,0.002180,0.000443,0.000078,0.000012,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
92,3.680000,-0.770513,0.417217,0.906415,-0.364086,-0.929795,0.304205,1.028545,-0.411491,-0.914631,0.395156,0.718361,-0.185537,-0.557759,-0.124865,0.307173,0.376245,0.245117,0.113052,0.040541,0.011852,0.002908,0.000611,0.000112,0.000018,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,3.720000,-0.904827,0.174080,0.982636,-0.134279,-0.973057,0.044126,1.082743,-0.142639,-1.003846,0.182765,0.785909,-0.034100,-0.564265,-0.218260,0.256514,0.384078,0.271416,0.132403,0.049699,0.015124,0.003850,0.000837,0.000158,0.000026,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,3.760000,-0.982287,-0.080187,0.997242,0.104428,-0.956928,-0.215268,1.064493,0.137867,-1.027530,-0.048297,0.807917,0.126612,-0.542734,-0.307535,0.194745,0.384223,0.296871,0.153555,0.060397,0.019141,0.005055,0.001138,0.000222,0.000038,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,3.800000,-0.998027,-0.329348,0.948801,0.337741,-0.883102,-0.457442,0.975639,0.410732,-0.982587,-0.283296,0.780723,0.287707,-0.492258,-0.388263,0.122966,0.375510,0.320536,0.176313,0.072756,0.024028,0.006586,0.001535,0.000309,0.000055,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,3.840000,-0.951057,-0.557502,0.839905,0.551542,-0.756589,-0.667379,0.822849,0.657088,-0.870679,-0.506623,0.703705,0.439619,-0.413494,-0.455960,0.042909,0.356956,0.341344,0.200371,0.086869,0.029915,0.008514,0.002054,0.000428,0.000078,0.000013,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,3.880000,-0.844328,-0.750117,0.677064,0.732710,-0.585360,-0.832483,0.617067,0.859860,-0.698234,-0.702870,0.579505,0.572683,-0.308791,-0.506334,-0.043062,0.327854,0.358141,0.225309,0.102792,0.036941,0.010920,0.002728,0.000587,0.000110,0.000018,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,3.920000,-0.684547,-0.894965,0.470334,0.869919,-0.379862,-0.943293,0.372669,1.005003,-0.476078,-0.857932,0.414051,0.677757,-0.182201,-0.535562,-0.131989,0.287851,0.369718,0.250577,0.120529,0.045241,0.013896,0.003595,0.000799,0.000155,0.000026,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,3.960000,-0.481754,-0.982900,0.232701,0.954348,-0.152400,-0.993963,0.106395,1.082517,-0.218746,-0.960071,0.216333,0.746875,-0.039400,-0.540568,-0.220395,0.237033,0.374863,0.275496,0.140017,0.054947,0.017545,0.004703,0.001081,0.000216,0.000038,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,4.000000,-0.248690,-1.008441,-0.020738,0.980269,0.083548,-0.982492,-0.163854,1.087155,0.056503,-1.000843,-0.002054,0.773854,0.112524,-0.519291,-0.304409,0.175988,0.372418,0.299259,0.161119,0.066179,0.021981,0.006106,0.001450,0.000299,0.000054,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
101,4.040000,-0.000000,-0.970106,-0.273752,0.945462,0.314078,-0.910711,-0.420268,1.018780,0.330898,-0.975819,-0.227572,0.754841,0.265393,-0.470919,-0.379926,0.105856,0.361346,0.320943,0.183603,0.079034,0.027323,0.007867,0.001932,0.000412,0.000077,0.000013,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
102,4.080000,0.248690,-0.870485,-0.510034,0.851436,0.525618,-0.784042,-0.646326,0.882343,0.585491,-0.885036,-0.445598,0.688729,0.410362,-0.396075,-0.442810,0.028354,0.340805,0.339525,0.207136,0.093581,0.033697,0.010062,0.002555,0.000562,0.000108,0.000019,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
103,4.120000,0.481754,-0.716059,-0.714283,0.703417,0.705676,-0.611057,-0.827874,0.687489,0.802526,-0.733134,-0.641387,0.577411,0.538433,-0.296919,-0.489122,-0.054226,0.310225,0.353912,0.231272,0.109845,0.041231,0.012772,0.003355,0.000761,0.000151,0.000027,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
